OrganizationFormalName,ActivityStartDate,ProjectName,MonitoringLocationName,Latitude,Logitude,ResultIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnit,AnalyticalMethod
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331203,Copper,0.00058,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331218,Magnesium,4.96000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/28/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778099589,Tin,0.00030,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331199,Arsenic,0.00124,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res P1,47.52126147,-121.8426366,STORET-921701364,Chloride,223.00000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-778099382,Zinc,0.01000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),9/17/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778098475,Zinc,0.01000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331178,Chromium,0.00300,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/8/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095259,Tin,0.03000,mg/L,200.7
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res CB1,47.5199,-121.849,STORET-921701075,Zinc,5.48000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/7/2018,Surface Water - Nutrient Monitoring,SW118,48.790678,-122.5907,STORET-778097946,Iron,0.39000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-778099391,Arsenic,0.00040,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331156,Calcium,9.90000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res A6,47.52230523,-121.8395362,STORET-921699930,Magnesium,3930.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/26/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331567,Magnesium,5.22000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331187,Arsenic,0.00129,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Nutrient Monitoring,SW003,48.80713259,-122.6626604,STORET-778099430,Iron,1.17000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331180,Calcium,4.39000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331220,Iron,0.02090,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331211,Arsenic,0.00191,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331209,Lead,0.00031,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331182,Magnesium,1.39000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/8/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095258,Zinc,0.01000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/28/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778099596,Copper,0.02000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331216,Calcium,18.80000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-778099353,Zinc,0.00400,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331184,Iron,0.91600,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),9/17/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778098472,Copper,0.02000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res B7x,47.52191808,-121.8371192,STORET-921700217,Magnesium,4840.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-778099390,Copper,0.00290,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331196,Iron,0.11600,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-778099383,Tin,0.00020,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331185,Lead,0.00019,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/26/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331581,Iron,0.44900,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/26/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331560,Arsenic,0.00144,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-778099362,Arsenic,0.00040,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331192,Calcium,17.60000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res P1,47.52126147,-121.8426366,STORET-921701360,Zinc,20.40000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res CB1,47.5199,-121.849,STORET-921701074,Magnesium,13900.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331179,Copper,0.00104,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res Basket,47.5212,-121.842,STORET-921700502,Copper,4.34000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/1/2018,Surface Water - Nutrient Monitoring,SW003,48.80713259,-122.6626604,STORET-778095318,Iron,1.61000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331190,Chromium,0.00013,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res Parking Lot,47.5215,-121.843,STORET-921701647,Zinc,9.40000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331194,Magnesium,4.47000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/1/2018,Surface Water - Metals and Hydrocarbons,SW014,48.81948368,-122.6866845,STORET-778095327,Zinc,0.00900,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),9/17/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778098473,Arsenic,0.00070,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/1/2018,Surface Water - Metals and Hydrocarbons,SW014,48.81948368,-122.6866845,STORET-778095326,"Hardness, Ca, Mg",47.09000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),3/13/2018,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-778095540,Copper,0.00220,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-778099363,"Hardness, Ca, Mg",79.30000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331168,Calcium,21.20000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-778099387,"Hardness, Ca, Mg",55.09000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),4/4/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095973,Arsenic,0.00980,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/13/2018,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-778095537,Zinc,0.00360,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331161,Lead,0.00034,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/8/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095265,Copper,0.01000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-778099354,Tin,0.00020,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331155,Copper,0.00334,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/26/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331579,Magnesium,3.44000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/8/2018,Surface Water - Nutrient Monitoring,SW002,48.77171139,-122.6790879,STORET-778095244,Iron,1.14000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331197,Lead,0.00016,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331191,Copper,0.00252,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331158,Magnesium,3.10000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/22/2018,Surface Water - Nutrient Monitoring,SW118,48.790678,-122.5907,STORET-778096798,Iron,2.00000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),8/23/2018,Surface Water - Nutrient Monitoring,SW003,48.80713259,-122.6626604,STORET-778098189,Iron,1.17000,mg/L,200.7
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res A1,47.51589811,-121.8444247,STORET-921699641,Copper,2.11000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-778099361,Copper,0.00250,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res A1,47.51589811,-121.8444247,STORET-921699643,Magnesium,1300.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/27/2018,Surface Water - Nutrient Monitoring,SW009,48.8186216,-122.6124477,STORET-778099345,Iron,10.80000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),4/4/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095969,Zinc,0.00920,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331163,Arsenic,0.00079,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331160,Iron,1.04000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/1/2018,Surface Water - Nutrient Monitoring,SW118,48.790678,-122.5907,STORET-778095345,Iron,0.36000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),11/28/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778099588,Zinc,0.00610,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res Basket,47.5212,-121.842,STORET-921700504,Magnesium,2180.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res P1,47.52126147,-121.8426366,STORET-921701359,Magnesium,2190.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/26/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331565,Calcium,19.00000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/28/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778099593,"Hardness, Ca, Mg",5508.60000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),3/1/2018,Surface Water - Metals and Hydrocarbons,SW014,48.81948368,-122.6866845,STORET-778095331,Copper,0.00250,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/8/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095266,Arsenic,0.00390,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res CB1,47.5199,-121.849,STORET-921701072,Copper,2.80000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res C8,47.5170893,-121.8402976,STORET-921700788,Magnesium,2280.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res P1,47.52126147,-121.8426366,STORET-921701357,Copper,5.89000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/13/2018,Surface Water - Regular Monitoring,SW075,48.810096,-122.569058,STORET-778095536,Lead,0.00024,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),9/17/2018,Surface Water - Nutrient Monitoring,SW002,48.77171139,-122.6790879,STORET-778098447,Iron,0.13000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/26/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331577,Calcium,6.57000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),4/4/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095978,Copper,0.02000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/28/2018,Surface Water - Nutrient Monitoring,SW002,48.77171139,-122.6790879,STORET-778099502,Iron,0.92000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),11/26/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331569,Iron,0.01620,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res A1,47.51589811,-121.8444247,STORET-921699644,Zinc,7.33000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331154,Chromium,0.00613,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),9/17/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778098468,"Hardness, Ca, Mg",4646.10000,mg/L,200.7
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res Basket,47.5212,-121.842,STORET-921700505,Zinc,81.30000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/22/2018,Surface Water - Nutrient Monitoring,SW003,48.80713259,-122.6626604,STORET-778096745,Iron,1.77000,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),4/4/2018,Surface Water - Nutrient Monitoring,SW002,48.77171139,-122.6790879,STORET-778095960,Iron,0.14000,mg/L,200.7
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res A6,47.52230523,-121.8395362,STORET-921699931,Zinc,10.30000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res Parking Lot,47.5215,-121.843,STORET-921701646,Magnesium,2220.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),3/1/2018,Surface Water - Metals and Hydrocarbons,SW014,48.81948368,-122.6866845,STORET-778095332,Arsenic,0.00030,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331170,Magnesium,5.77000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331215,Copper,0.00144,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331151,Arsenic,0.00065,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),4/4/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095970,Tin,0.00860,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res A6,47.52230523,-121.8395362,STORET-921699929,Lead,0.80400,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/6/2018,Surface Water - Nutrient Monitoring,SW003,48.80713259,-122.6626604,STORET-778097841,Iron,1.26000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331204,Calcium,7.20000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/8/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095261,"Hardness, Ca, Mg",3577.89000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331206,Magnesium,2.22000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331202,Chromium,0.00016,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),9/17/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778098465,Tin,0.00100,mg/L,200.7
Lummi Tribe of the Lummi Reservation (Tribal),4/4/2018,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-778095974,"Hardness, Ca, Mg",6408.60000,mg/L,200.7
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/13/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331175,Arsenic,0.00076,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),3/14/2018,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-918331172,Iron,0.03810,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res Parking Lot,47.5215,-121.843,STORET-921701644,Copper,4.39000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/16/2018,319,Res C8,47.5170893,-121.8402976,STORET-921700789,Zinc,15.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),8/8/2018,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-918331208,Iron,1.08000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),6/4/2002,Inorganics and Metals Sampling Project,Pend Oreille River,48.34801161,-117.2859447,STORET-869232378,Magnesium,4.99000,mg/L,200.7
